"","funct_category","funct_process","funct_trait","best_model","mod1_Intercept","mod1_Rank","mod2_Intercept","mod2_Rank","mod2_Ranksq","mod3_Intercept","mod3_Rank","mod1_pval_Intercept","mod1_pval_Rank","mod2_pval_Intercept","mod2_pval_Rank","mod2_pval_Ranksq","mod3_pval_Intercept","mod3_pval_Rank","mod1_aov_pval_Rank","mod2_aov_pval_Rank","mod2_aov_pval_Ranksq","mod3_aov_pval_Rank","mod1_aov_fval_Rank","mod2_aov_fval_Rank","mod2_aov_fval_Ranksq","mod3_aov_fval_Rank","mod1_df","mod1_AIC","mod1_r2m","mod1_r2c","mod2_df","mod2_AIC","mod2_r2m","mod2_r2c","mod3_df","mod3_AIC","mod3_r2m","mod3_r2c","n","Type","Shape"
"34","Nitrogen cycling","anammox","hao","mod2",1.2443201934429,-0.0356872771468654,0.653815340139536,0.254803208240721,-0.0262314073899483,0.11706160451445,-0.0410710372746192,2.4989712322035e-153,1.79836949545492e-08,3.05732690330371e-23,6.29286651949686e-21,1.29939053576657e-27,0.00340811780291427,2.39730730340372e-10,1.79836949545492e-08,2.32157788865423e-09,1.29939053576658e-27,2.3973073034037e-10,32.2369942387941,36.3617245142704,126.135308196981,40.9679278490379,2,-1128.6944990703,0.0319103283908983,0.0309204616510118,3,-1245.69103099516,0.142604173636693,0.140849013296134,2,-1088.17830845333,0.0402053163101195,0.0392239311529724,39,"Quadratic","Bell shaped"
"35","Stress","phosphate_limitation","pstC","mod2",1.23012875126867,-0.0343098210084219,0.870688660501395,0.145410224375212,-0.0163381859439667,0.232749887745371,-0.0393371334318949,0,6.82987318377318e-53,6.99130817325363e-269,4.92771107156357e-73,4.16665361348666e-107,3.65367604846433e-58,4.66050067992753e-63,6.82987318377347e-53,1.67014080723073e-79,4.16665361348583e-107,4.66050067992753e-63,264.252259069475,428.740514917382,622.221857910592,324.666064298729,2,-3301.58497507703,0.209349800858571,0.208557566190093,3,-3784.5351833209,0.513174649481831,0.512198069039468,2,-3234.00335332391,0.245463366046868,0.244707317315452,438,"Quadratic","Bell shaped"
"36","Stress","oxygen_stress","oxyR","mod2",1.13712543389458,-0.0118411571243812,0.643728298803856,0.234857410420975,-0.0224271425041233,0.113135072080118,-0.0154268681782721,0,0.00012332638849259,6.33641334456706e-102,4.61134529126814e-82,1.22090629472121e-92,6.90496324833618e-08,4.81162699955454e-06,0.00012332638849259,2.34591433163021e-06,1.22090629472121e-92,4.81162699955456e-06,14.8580234600429,22.5510488700312,517.733560141124,21.1421353822237,2,-2550.92139142415,0.0146694039202908,0.0136820987137981,3,-2967.16545604557,0.351453859515767,0.350152864248998,2,-2374.59071586087,0.0207450311867387,0.0197638137831181,299,"Quadratic","Bell shaped"
"37","Stress","sigma_factors","sigma_32","mod2",1.03692716539303,0.00136417871265042,0.728489848550786,0.15558283713377,-0.0140198780382836,0.0144173473573303,0.000440090298663851,0,0.59710208098397,6.4918792647844e-137,4.91140368225283e-46,2.05781928557251e-47,0.369940021999947,0.865128897671752,0.59710208098397,0.557360853371632,2.05781928557239e-47,0.865128897671752,0.279567983561072,0.34452659331337,232.888829711542,0.0288635538331092,2,-2899.92915443264,0.000280049790186293,-0.00072167360681763,3,-3107.85744640419,0.189584646774169,0.187958938944227,2,-2891.91918630785,2.89205602033681e-05,-0.000973054469295631,284,"Quadratic","Bell shaped"
"38","Stress","oxygen_limitation","narJ","mod2",1.05416735543038,0.00143565225669109,0.886491683602789,0.0852734881704858,-0.0076216214467086,-0.0632611614523284,0.00635688480499909,1.0112952429731e-180,0.762779601679766,1.62714718315699e-60,5.49980219423198e-05,4.72911871280951e-05,0.0351303307575044,0.188671517581853,0.762779601679766,0.760977483839727,4.7291187128095e-05,0.188671517581853,0.0911527951765644,0.0925867928173658,16.7003374690561,1.73032499596918,2,-1677.08740821338,9.1327124703282e-05,-0.000910585373167905,3,-1691.69925354805,0.0165644520295899,0.014591662565256,2,-1644.77643747248,0.0017307917472406,0.000730521999492195,58,"Quadratic","Bell shaped"
"39","Stress","sigma_factors","sigma_24","mod2",1.03749976242131,0.00460687970329774,0.77333666879528,0.136688426516308,-0.0120074133466373,0.0294295361605434,0.00376900502593364,0,0.00468320838004986,1.66524814940853e-305,1.16629848216977e-96,2.32603065679817e-95,0.00452261812733189,0.0239556302887743,0.00468320838004986,0.00046135208459449,2.32603065679817e-95,0.0239556302887743,8.03405300905419,12.3477159867938,536.848549534394,5.11345080329477,2,-3824.13166752928,0.00798586587106495,0.00699186373265914,3,-4252.91614550352,0.355191819931128,0.353898323080438,2,-3773.79646602485,0.00509757973955981,0.00410068352687398,1134,"Quadratic","Bell shaped"
"40","Stress","heat_shock","hrcA","mod2",1.00442018558655,0.00706139749658755,0.790518687852653,0.114012146363532,-0.00972279535154037,-0.00160468381476773,0.00481902994047178,0,0.000978320810299225,1.32072708590186e-190,4.73764605273428e-35,9.1263834880392e-33,0.900153757013706,0.0195569844055358,0.000978320810299224,0.000404512965791603,9.1263834880392e-33,0.0195569844055358,10.9330454932788,12.5964100948516,152.836729609348,5.46867196212921,2,-3278.04802562984,0.0108362448252783,0.00984509877800899,3,-3418.67249269326,0.142316262375569,0.140595733313133,2,-3349.43458125803,0.00544976850292303,0.00445322518478963,348,"Quadratic","Bell shaped"
"41","Stress","oxygen_limitation","narI","mod2",1.02360328581915,0.0093797259522521,0.690483297730079,0.175939719996782,-0.0151418176404118,-0.044362933753037,0.0136660441018187,2.82748031234615e-280,0.00381072409665077,7.64178712298319e-85,1.6174900521814e-36,1.07189747372942e-34,0.0292366647470441,3.26230610524258e-05,0.00381072409665077,0.00181801959320981,1.07189747372941e-34,3.26230610524256e-05,8.41131478305475,9.77726541000476,163.069636062418,17.4174020742801,2,-2448.02078592322,0.00835773074040597,0.00736410121208975,3,-2597.50532934829,0.147751728243131,0.146042102823358,2,-2423.1854600059,0.0171529481754994,0.0161681314903045,184,"Quadratic","Bell shaped"
"42","Sulphur cycling","adenylylsulfate_reductase","APS_AprA","mod2",0.997520242876097,-0.0046552343049859,0.873238293892649,0.0574857401867367,-0.00564917949924751,-0.102115637153748,0.000703062066144114,1.55454556739061e-232,0.208322369811753,1.87474281050773e-89,0.000469520412845589,0.000105849302958076,0.000228507682511766,0.87448121149204,0.208322369811753,0.205129316202076,0.000105849302958076,0.87448121149204,1.58509747077246,1.60757297191721,15.1508964313271,0.0249670284398445,2,-2180.20549548278,0.00158575540470057,0.000585340329955719,3,-2193.28767139857,0.0165310277635553,0.0145581712495403,2,-1809.96510136884,2.50164367272122e-05,-0.000976962504718903,152,"Quadratic","Bell shaped"
"43","Virulence","capsule","cap","mod2",1.13719876844175,-0.0205941653872133,0.901241807544,0.0973843150616586,-0.0107253164044429,0.128661305616258,-0.0253603534996061,0,3.31665124252913e-14,6.23096340730914e-164,2.80403268035494e-17,2.19994120309862e-25,2.34868206819475e-12,1.52728355304793e-17,3.31665124252914e-14,1.32425076784521e-15,2.19994120309862e-25,1.52728355304791e-17,59.2584055912532,66.0018195677673,114.569156669218,75.4272755813246,2,-2827.43611368461,0.0560491222182473,0.0551032796553397,3,-2934.21329441705,0.153341904548304,0.151643493123125,2,-2652.33889855496,0.0702677091379822,0.0693361136561564,185,"Quadratic","Bell shaped"
"44","Virulence","secretion","type_III_secretion","mod2",0.96674052434845,0.0108191135849638,0.763540810273267,0.111525785066182,-0.00915515195283807,-0.138753496945419,0.0162892704670718,2.83941883801412e-195,0.00560812283679421,4.98423769988848e-66,5.39573933559667e-11,1.10573503994867e-09,0.000101360316386649,0.00464602102329432,0.0056081228367942,0.00463285124044849,1.10573503994867e-09,0.00464602102329432,7.71292039699342,8.06187986839142,38.0091784837856,8.0566307624036,2,-1884.16360962252,0.00934092250038322,0.00812984783351334,3,-1919.45155907459,0.0533803768604386,0.0510630705614434,2,-1248.83906574794,0.00975312159284742,0.00854255083684863,164,"Quadratic","Bell shaped"
"45","Antibiotic resistance","others","Van","mod3",1.73654267800337,-0.0829529947433634,1.49448752147431,0.0536603366494136,-0.013022165233537,0.513055465237665,-0.0706086734700771,1.51482944136535e-170,6.41976532281003e-25,8.49732180538556e-71,0.117609845755578,4.7959824622933e-05,2.30608018255424e-44,6.05981307034013e-31,6.41976532281008e-25,2.01225932409554e-25,4.79598246229329e-05,6.05981307034013e-31,115.287074383541,118.004644627101,16.7462311573574,148.25482175843,2,-690.757958602975,0.147183680356622,0.145907009219431,3,-705.371811780188,0.168070755959716,0.165576215497827,2,-1075.17012478854,0.181628111475103,0.180403003857551,17,"Exponential","Negative"
"46","Antibiotic resistance","transporter","MATE_antibiotic","mod1",1.28420510567703,-0.0659365314090869,1.2776247754166,-0.0626463662788719,-0.000299105920928633,0.241654377314091,-0.0732949760945735,0,1.71876951503577e-68,5.61246119839145e-171,6.05049230088299e-05,0.828193357665482,3.53117800035577e-23,8.85307632499048e-70,1.71876951503577e-68,1.99210578160025e-68,0.828193357665481,8.85307632499074e-70,358.147201394678,357.805246927454,0.0471220856654656,366.20986617853,2,-2299.10289221278,0.264091686379146,0.263354303299365,3,-2297.15015497317,0.264126466615534,0.262650291021984,2,-2109.76652005648,0.268441004025554,0.267707978979487,107,"Linear","Negative"
"47","Antibiotic resistance","transporter","Mex","mod2",1.35369500787504,-0.0527293103554191,0.848253502392483,0.20110958925154,-0.0230731777590126,0.264816504781524,-0.0540389644929572,3.89911175508999e-265,3.56543894259054e-30,2.66403295143673e-72,6.43923971218781e-27,1.9137187788988e-42,7.45189647716231e-19,1.52803096068643e-28,3.56543894259064e-30,1.1204866929448e-35,1.91371877889886e-42,1.52803096068639e-28,139.426781707362,168.583359908383,205.516902215015,130.934091965028,2,-1774.44666028489,0.124774870255325,0.123879957034728,3,-1959.54214689698,0.276885640992667,0.27540536594864,2,-1664.77165363447,0.118072023318367,0.117170256471044,68,"Quadratic","Negative"
"48","Antibiotic resistance","transporter","SMR_antibiotics","mod2",1.24784936074763,-0.0394589838267157,0.879590176591174,0.144670608251506,-0.0167390538252929,0.255048387163679,-0.0456392833626097,0,2.06364479860309e-70,2.16081316793705e-292,1.32907200202871e-80,8.86977299359648e-123,1.43111710047256e-65,4.6393906626828e-78,2.06364479860309e-70,3.21117404077635e-110,8.86977299359496e-123,4.63939066268307e-78,370.186281576204,645.636817559533,743.598115037855,419.208360868324,2,-3359.02692741064,0.270567163668486,0.269836269042904,3,-3914.26023486548,0.582186989897607,0.581348849456077,2,-3192.37451310963,0.295798678898194,0.295093066352,694,"Quadratic","Negative"
"49","Antibiotic resistance","others","Tet","mod1",1.07600820330987,-0.0165318799996421,1.04867035517245,-0.00286295593093025,-0.00124262946079199,0.0388723393500627,-0.0164030813803638,0,2.32073276287374e-09,3.5161597430398e-181,0.814995136739349,0.25181531585081,0.0378369778579625,6.54414175273399e-08,2.32073276287374e-09,2.30837241722384e-09,0.25181531585081,6.54414175273403e-08,36.3480028598177,36.3594655586283,1.31472907760732,29.6414479195534,2,-2778.10206591493,0.0351409803657192,0.0341741877608751,3,-2777.41988234631,0.0364116499972059,0.0344786743703196,2,-2589.77931827276,0.0288441537459998,0.0278710516956451,166,"Linear","Negative"
"50","Carbon cycling","carbon_degradation","amyA_Firmicutes","mod3",1.67428463169924,-0.121461485530927,2.48428112483384,-0.549794442666361,0.039756701300753,0.2896058527669,-0.0939263666567033,2.53139932536124e-137,2.05982468806115e-38,2.70561674827353e-131,4.10390255729914e-46,1.93639245785408e-31,7.04937238668031e-10,5.94230711193712e-32,2.05982468806112e-38,1.03182789659273e-44,1.93639245785408e-31,5.94230711193712e-32,188.16360188869,224.942271613306,149.159534423404,151.954643757387,2,-502.414129039771,0.198870049020153,0.197813149348676,3,-637.101743024533,0.330741056233949,0.328972868799956,2,-730.750376647924,0.166991448200028,0.165892492326941,34,"Exponential","Negative"
"51","Carbon cycling","acetogenesis","FTHFS","mod2",1.30928979815251,-0.0995631025080826,1.85046030833894,-0.370133191966559,0.0245834939191857,0.220979925024333,-0.116716315353273,2.66447626539601e-318,2.05224364419124e-121,8.74716693136387e-310,4.97159320560014e-120,4.11080306687814e-76,1.42878980528394e-13,6.48742626731707e-104,2.05224364419124e-121,4.38891690658025e-156,4.11080306687838e-76,6.48742626731707e-104,734.692352756173,1036.88435536577,407.381933142797,599.946752056105,2,-2179.06345282719,0.426479139807362,0.425898653106763,3,-2519.14458581104,0.594038709513197,0.593216092916466,2,-1663.74832443308,0.377812890312147,0.377183146274002,112,"Quadratic","Negative"
"52","Carbon cycling","carbon_degradation","acetylglucosaminidase_bact_arch","mod2",1.35233392269705,-0.0755245669460558,1.63499387299951,-0.216348112700788,0.0127692554974107,0.250780568667327,-0.0871502318724092,1.18273787646217e-233,2.19091683331932e-47,3.08322554470651e-151,1.26840838945017e-22,3.44143951122791e-11,1.85593513960446e-10,2.19181468640618e-40,2.19091683331939e-47,3.22850683384878e-49,3.44143951122791e-11,2.19181468640625e-40,233.2288600227,243.705850729831,44.9332289776534,194.133489708227,2,-1584.06217074339,0.192555567094338,0.191729959289731,3,-1626.12765799046,0.228057970345064,0.226477741011072,2,-1123.63360400483,0.165624044882935,0.164770899734554,54,"Quadratic","Negative"
"53","Carbon cycling","methane","mcrA","mod2",1.29768288937607,-0.0740445381979959,1.23230832644415,-0.0413572567320339,-0.00297157104236017,0.307828682489104,-0.0880286522413202,0,2.67502082774341e-151,6.19908636956409e-269,8.25434195216805e-05,0.00138842503985133,6.52078065993701e-63,1.06264633510228e-154,2.67502082774341e-151,2.93967291454882e-152,0.00138842503985133,1.06264633510228e-154,988.005581407635,997.191513461845,10.2788546569146,1019.38698629928,2,-3081.89886884608,0.497483788896182,0.496980265638563,3,-3090.15586951179,0.50261175427816,0.501613984477314,2,-2767.1761028202,0.505300665277542,0.504804974561387,229,"Quadratic","Negative"
"54","Carbon cycling","carbon_fixation","formate_hydrogenlyase_complex","mod3",2.0076609004272,-0.0729406033701323,1.8675724457336,0.0020367166032894,-0.00680288608945898,0.604136992587532,-0.0410262657694674,1.60862222570547e-86,3.72730550331988e-09,1.1432170325785e-33,0.974433828327572,0.229930570008848,5.92384747295821e-38,1.11414895469406e-09,3.72730550331987e-09,3.66102390419107e-09,0.229930570008848,1.11414895469405e-09,36.4597214332002,36.5027370486509,1.44596892135292,39.0510148223793,2,-230.784618148469,0.0879692755356842,0.0855564958413343,3,-230.239305535088,0.0914539687051032,0.0866340958600375,2,-694.204752592261,0.0936360623388267,0.0912382741439559,10,"Exponential","Negative"
"55","Carbon cycling","carbon_degradation","exoglucanase_fungi","mod3",1.53362382541144,-0.0596651303153724,0.609552941994106,0.387340747078476,-0.0407510465346283,0.402681080301232,-0.0707883707879729,4.86576857738495e-144,4.02279478704902e-13,5.69767940249782e-14,4.65103619221267e-30,2.12047728493156e-40,1.6019094157802e-19,4.07624786018286e-22,4.02279478704902e-13,1.48281212686521e-15,2.12047728493156e-40,4.07624786018283e-22,54.2359060613547,66.0051845073245,195.867437680951,98.5906484725529,2,-742.196926246846,0.0569563757427356,0.0559062158048099,3,-917.950828432934,0.225971877473287,0.22424606226141,2,-972.362315813261,0.0989279285568855,0.0979245075419154,32,"Exponential","Negative"
"56","Carbon cycling","methane","pmoA","mod2",1.15081771343692,-0.0592322929810949,1.4234127708004,-0.19552982166283,0.0123906844256123,0.0862129455197265,-0.0642772987729977,0,1.16996437807391e-70,1.73531323014201e-247,2.30297582820729e-46,1.09202808970172e-25,0.000250323741054885,3.99158209577688e-57,1.16996437807391e-70,2.41465199480635e-77,1.09202808970172e-25,3.99158209577653e-57,371.739013780864,414.618928985832,116.118816664708,289.061668257247,2,-2550.80234808167,0.271394046632841,0.270663980547303,3,-2658.97267721489,0.347401081868632,0.346091956656733,2,-2135.77109729996,0.22459037930067,0.223813415752875,176,"Quadratic","Negative"
"57","Carbon cycling","carbon_degradation","nplT","mod2",1.10751323596384,-0.0446763770149373,1.45324891759124,-0.217544217828632,0.0157152582557904,0.0146510339232308,-0.0438883971162786,2.16677070011437e-303,2.12570425186904e-39,3.33671331786628e-244,9.12540072710422e-53,5.76664982242507e-37,0.593502411295283,3.34496369369601e-22,2.12570425186898e-39,2.38500649762068e-45,5.76664982242491e-37,3.34496369369601e-22,188.382951936038,221.269126725368,175.22172283878,98.4934735485895,2,-2435.13118366681,0.158787642412275,0.157944744258379,3,-2595.03654925856,0.284530644523545,0.283095400079259,2,-1822.23440378597,0.0898258639240544,0.0889138657917138,191,"Quadratic","Negative"
"58","Carbon cycling","carbon_degradation","apu","mod3",1.64845272816506,-0.0437408376191941,1.24432681934407,0.156809443649118,-0.0174458254512336,0.469844561121081,-0.035731942165176,2.24505437971589e-129,6.51616833440329e-08,2.66644371393396e-38,3.30478429483116e-05,6.7888168488702e-08,2.2869772822293e-47,7.75422805600848e-14,6.51616833440331e-08,2.92234859138479e-08,6.78881684887017e-08,7.75422805600851e-14,30.055313526442,31.7045386099611,29.9729416175282,58.9880160900466,2,-584.765140995478,0.0538572302743929,0.0520652932105187,3,-612.082680049309,0.10477295683819,0.101375510754084,2,-1156.5127711396,0.10049270934519,0.0987890970522834,10,"Exponential","Negative"
"59","Carbon cycling","carbon_degradation","amyX","mod3",1.65815231523869,-0.040410112519194,1.47341445460715,0.057186813509867,-0.00878832697120173,0.479308409018284,-0.0301428666530267,6.96779907277127e-186,6.43015531508865e-11,5.42683692555867e-81,0.0487094450897459,0.000611015095635009,8.64457554733758e-67,7.89669339250009e-14,6.4301553150886e-11,4.27770444248844e-11,0.00061101509563501,7.89669339250009e-14,44.4011720738576,45.2667171678345,11.87750930619,58.7747496179708,2,-897.620815863959,0.0737069815468647,0.0720469582163035,3,-907.436758406431,0.0930469163605193,0.0897903523259072,2,-1382.97841276281,0.0952937026919075,0.0936723652415345,10,"Exponential","Negative"
"60","Carbon cycling","carbon_fixation","aclB","mod2",1.01340878786555,-0.0374218643254312,1.30083976507402,-0.181137352929663,0.0130650444185665,-0.064333658458699,-0.0387695657637961,1.68673358769544e-294,4.06317564257094e-32,9.97527529783998e-225,2.55355072751085e-41,9.52935456497612e-29,0.00577070207437992,6.78302116163072e-24,4.063175642571e-32,8.32707688483948e-36,9.52935456497599e-29,6.78302116163087e-24,149.408733588155,168.995598788686,131.833660126004,107.011292235684,2,-2557.71952757666,0.130214045975515,0.129342516963466,3,-2679.90897709757,0.231794172344564,0.230253137584974,2,-2153.20734250197,0.0968418087557971,0.0959368406282979,123,"Quadratic","Negative"
"61","Carbon cycling","carbon_degradation","amyA_fungi","mod3",1.53236914627459,-0.0250189562705476,1.25953479515402,0.119963021337001,-0.0137072445238746,0.271275161665633,-0.0131888173063382,1.8385463563164e-83,0.0368069304243132,2.36137818943337e-25,0.0200183104146913,0.00390009216563758,3.44236880480548e-12,0.0497868878313458,0.0368069304243132,0.0357689529234166,0.00390009216563757,0.0497868878313458,4.37712941970301,4.4262836433479,8.38919873210669,3.86284024491185,2,-187.365303302784,0.00660821339580028,0.00509849943439566,3,-193.739457370598,0.0191328548125005,0.0161469578712904,2,-950.020769347239,0.0058363153360936,0.00432542827733384,14,"Exponential","Negative"
"62","Carbon cycling","carbon_degradation","xylanase","mod2",0.992302570932403,-0.0123546838384424,1.20505800503149,-0.118732400887985,0.00967070154995837,-0.0778042167706998,-0.011043441095839,1.52408988262248e-264,0.000190769066604867,8.97887707442869e-177,3.51373794101234e-16,5.66876033204892e-14,0.00152959727560733,0.00522956590098323,0.000190769066604867,0.000125316490426664,5.66876033204888e-14,0.00522956590098323,14.0244836690968,14.8274965050421,58.1434092821069,7.83277463788909,2,-2408.27821830511,0.0138578501759671,0.0128697317893699,3,-2462.95941798421,0.0681989626002645,0.0663297528963532,2,-2050.18751692934,0.00778735276418992,0.00679315171485539,140,"Quadratic","Negative"
"63","Energy process","energy_process","Ni_Fe_hydrogenase","mod3",1.64860740600916,-0.110359654090081,1.52372187499524,-0.0450145187854573,-0.00611424875416896,0.502175063591443,-0.116030828497335,1.4177365610487e-216,2.17986025233526e-55,7.33719199550804e-95,0.109353367674644,0.0169977134360971,4.37513983407183e-39,1.12225275784182e-63,2.17986025233526e-55,1.20408099915439e-55,0.0169977134360971,1.12225275784182e-63,286.870902900594,288.526206201982,5.72002593098269,339.476778505963,2,-1042.60992445716,0.259642010797351,0.258736927680967,3,-1046.33095026078,0.264789408165803,0.262989627035242,2,-1098.49344859902,0.293290357793744,0.292426409575888,32,"Exponential","Negative"
"64","Metal resistance","various_metal","peroxiredoxin","mod3",1.99556817182364,-0.159742479135089,2.31294031753266,-0.348502003178681,0.0187637411823604,0.630808523351196,-0.111745450695786,1.87366714699566e-76,2.48246526146837e-17,2.96183504106668e-51,2.00636315093713e-08,0.00120862482860947,7.1851050945559e-39,5.45412095054534e-26,2.48246526146839e-17,8.00671382268899e-18,0.00120862482860947,5.45412095054534e-26,82.4017397113261,85.3859580119892,10.7057478079894,138.066301784438,2,-179.726359152229,0.235163614710394,0.232309747601105,3,-188.340986224899,0.264648584034638,0.259140333727781,2,-512.0441001524,0.340009257546644,0.337546605522564,12,"Exponential","Negative"
"65","Metal resistance","cadmium","cadBD","mod2",1.80997483273385,-0.152183825873233,2.22440886638859,-0.362842754295958,0.0192244930112815,0.590063638959547,-0.153399489931078,2.25643592638769e-274,5.87132340767313e-115,1.91860459942461e-191,1.31474038629292e-43,1.51528778647641e-17,1.61175082647824e-52,3.10794040998401e-110,5.87132340767313e-115,7.97563587759692e-122,1.51528778647644e-17,3.10794040998401e-110,698.838446841262,755.699964264533,75.6937625290959,661.029722620084,2,-1246.7182575074,0.432225277798501,0.431606786815711,3,-1317.68782564918,0.47551859404021,0.47437468693888,2,-1180.90736753732,0.418630322881597,0.417997022579725,42,"Quadratic","Negative"
"66","Metal resistance","cobalt","CorC","mod2",1.80039874275998,-0.137441916975026,1.96412529617642,-0.224468443488852,0.00848869892357359,0.639010161918922,-0.141153677794448,2.7238686892166e-261,2.14565790032716e-86,1.51118726462747e-151,1.80259848220698e-16,0.000843790814260408,8.24027992966919e-54,1.06710434631174e-76,2.14565790032728e-86,3.26727278975191e-87,0.000843790814260407,1.06710434631174e-76,496.998195717426,503.21102587833,11.2255805260672,427.282698117885,2,-1250.89034461552,0.377945914554109,0.377185457236938,3,-1260.08044400412,0.386377093682031,0.384874956824459,2,-1083.25269837586,0.343121042927585,0.342318012417716,39,"Quadratic","Negative"
"67","Metal resistance","aluminum","Al","mod2",1.5122046212339,-0.107593353396973,1.85505831412676,-0.279799412781796,0.0156708379832341,0.428953423297289,-0.122329395756806,4.93714859232699e-317,4.19072576089899e-110,1.65932266163412e-228,1.20450790506449e-48,1.19876005929652e-21,1.75966525496069e-35,7.82296087105707e-94,4.19072576089899e-110,4.45975742485099e-118,1.19876005929651e-21,7.82296087105707e-94,646.353045969201,708.352146154599,95.77036020047,527.180820066517,2,-1893.78155228218,0.395479451372699,0.39486758846923,3,-1983.46361547675,0.448948915276295,0.447832297070168,2,-1437.86748698881,0.347932611794394,0.347272624559368,90,"Quadratic","Negative"
"68","Metal resistance","arsenic","ArsA","mod1",1.53236122620313,-0.0876647663562994,1.51028118549306,-0.076371903069334,-0.00105154303467246,0.457948942102654,-0.106168602267269,3.38240019291451e-213,5.27413729395097e-41,3.27412235958212e-98,0.00486807642610457,0.668137377450346,9.20145361178936e-32,1.9216018087206e-55,5.27413729395097e-41,5.72020735896933e-41,0.668137377450346,1.9216018087206e-55,198.55402751717,198.379416797577,0.183906013849296,281.874229426751,2,-1176.86202883971,0.176249005966246,0.175361343257158,3,-1175.04651171963,0.176412396163956,0.17463550812979,2,-1146.52824875116,0.232978124974451,0.232151592781536,36,"Linear","Negative"
"69","Metal resistance","tellurium","TehB","mod2",1.47720867439746,-0.0873790125675833,1.24622403691526,0.0281133061735118,-0.0104993017037359,0.444893042744855,-0.0974589454859593,0,1.74503068037312e-145,2.22207354810637e-227,0.0212781584394751,2.0665271670243e-21,1.30625367243971e-60,2.33099356308849e-100,1.74503068037312e-145,4.61119927488397e-155,2.06652716702428e-21,2.33099356308849e-100,935.482595094159,1023.16652040926,94.5437579741028,572.473305592804,2,-2696.09637588431,0.483832953794241,0.483315752345137,3,-2784.69387086987,0.528540618451916,0.527594862420727,2,-1986.64775308353,0.364522786572749,0.363886035857891,163,"Quadratic","Negative"
"70","Metal resistance","others","SmtA","mod3",1.57587714285449,-0.0763933934383744,1.5171765732933,-0.0463692274230612,-0.00278804331837718,0.387021970887932,-0.0697320339624111,4.1730849013053e-196,3.35294627322399e-28,6.37079168889941e-86,0.115301442647822,0.294847102952626,8.12147440527691e-24,1.08510302292655e-26,3.35294627322411e-28,3.34737586383235e-28,0.294847102952626,1.08510302292655e-26,130.439101669754,130.454286108917,1.09871583171795,122.509607642261,2,-1019.27827240579,0.133313459618646,0.132291423604045,3,-1018.38016526787,0.134436256063538,0.132392421957431,2,-1121.07071179792,0.126232246108191,0.12520185960596,27,"Exponential","Negative"
"71","Metal resistance","silver","silP","mod3",1.51424181104705,-0.0622635110967027,1.45962539159516,-0.0350553888282971,-0.00244432796318175,0.280015162233474,-0.0517522389050576,9.1953055777872e-153,7.86116801246434e-16,1.78141270210207e-61,0.304403679087142,0.41353449093772,1.88924155941396e-12,1.66511175678926e-15,7.86116801246446e-16,7.96670524830489e-16,0.41353449093772,1.66511175678926e-15,67.4034102381352,67.3780190107049,0.669252674233017,65.8116306387209,2,-729.635715670042,0.0712959245843598,0.0702381750679412,3,-728.307001590151,0.0720040930477636,0.0698877967947369,2,-1034.04240409555,0.0697296245376663,0.06867009108042,23,"Exponential","Negative"
"72","Metal resistance","tellurium","TerZ","mod2",1.35081121297984,-0.0617296693323656,1.03206534053989,0.0976432668876074,-0.0144884487472703,0.329573433853635,-0.0732826997210338,0,3.35248200631741e-58,1.49001585467151e-130,1.90339463713416e-10,1.05999876371473e-25,9.5375811484799e-33,2.09861212181408e-57,3.35248200631722e-58,7.52307401447819e-64,1.05999876371472e-25,2.0986121218142e-57,295.444912198894,329.543853570244,116.184733544159,290.715328495434,2,-2238.49711900469,0.228417081711374,0.227643952534732,3,-2346.72666457267,0.308948329641062,0.307562067513963,2,-1879.23949536621,0.225585373330542,0.224809406770753,116,"Quadratic","Negative"
"73","Metal resistance","copper","CusA","mod3",1.50675279273527,-0.0573513226189336,1.1442292842663,0.131048656426739,-0.0173637274327163,0.352746778419745,-0.0549817253271313,6.99868849248425e-170,2.89955444225277e-16,5.62715714941933e-51,2.33528606506859e-05,5.91382969071132e-10,8.01006615101062e-23,4.00257920132913e-21,2.89955444225279e-16,6.46003515411358e-17,5.91382969071132e-10,4.00257920132913e-21,69.6883573799608,72.9099242440798,39.2769441521882,93.9884310346575,2,-905.583887912481,0.0776309025365516,0.0765169301966199,3,-942.095854178859,0.119451061520734,0.11732155985573,2,-1223.91255985064,0.101941009096159,0.100856396788304,21,"Exponential","Negative"
"74","Metal resistance","cadmium_cobalt_zinc","czcD","mod2",1.27988088633695,-0.0513037255534805,1.19044109467847,-0.00658382972424275,-0.00406544507538524,0.284606280507654,-0.0588355664845686,0,2.25528137549551e-101,1.19048356859775e-291,0.483789405990219,1.22140742574172e-06,7.01490794294217e-59,4.75471715323162e-89,2.25528137549551e-101,3.59704468859408e-103,1.22140742574172e-06,4.75471715323162e-89,579.828520164642,593.095692598292,23.8354377687781,492.762296142611,2,-3282.74974141426,0.367485130832938,0.366851348398903,3,-3304.37559912296,0.382253690234452,0.38101447998417,2,-2846.07789268831,0.330543841508232,0.329873043754232,384,"Quadratic","Negative"
